year,city,country,contestant,song,event,points,place
2018,Lisbon,Norway,Alexander Rybak,That's How You Write A Song,Second Semi-Final,266,1
2018,Lisbon,Portugal,Cláudia Pascoal,O Jardim,Final,39,26
2018,Lisbon,Finland,Saara Aalto,Monsters,Final,46,25
2018,Lisbon,United Kingdom,SuRie,Storm,Final,48,24
2018,Lisbon,Spain,Amaia y Alfred,Tu Canción,Final,61,23
2018,Lisbon,Slovenia,Lea Sirk,"Hvala, ne!",Final,64,22
2018,Lisbon,Hungary,AWS,Viszlát Nyár,Final,93,21
2018,Lisbon,Australia,Jessica Mauboy,We Got Love,Final,99,20
2018,Lisbon,Serbia,Sanja Ilić & Balkanika,Nova Deca,Final,113,19
2018,Lisbon,The Netherlands,Waylon,Outlaw In 'Em,Final,121,18
2018,Lisbon,Ukraine,MELOVIN,Under The Ladder,Final,130,17
2018,Lisbon,Ireland,Ryan O'Shaughnessy,Together,Final,136,16
2018,Lisbon,Norway,Alexander Rybak,That's How You Write A Song,Final,144,15
2018,Lisbon,Bulgaria,EQUINOX,Bones,Final,166,14
2018,Lisbon,France,Madame Monsieur,Mercy,Final,173,13
2018,Lisbon,Lithuania,Ieva Zasimauskaitė,When We're Old,Final,181,12
2018,Lisbon,Albania,Eugent Bushpepa,Mall,Final,184,11
2018,Lisbon,Moldova,DoReDoS,My Lucky Day,Final,209,10
2018,Lisbon,Denmark,Rasmussen,Higher Ground,Final,226,9
2018,Lisbon,Estonia,Elina Nechayeva,La Forza,Final,245,8
2018,Lisbon,Sweden,Benjamin Ingrosso,Dance You Off,Final,274,7
2018,Lisbon,Czech Republic,Mikolas Josef,Lie To Me,Final,281,6
2018,Lisbon,Italy,Ermal Meta e Fabrizio Moro,Non Mi Avete Fatto Niente,Final,308,5
2018,Lisbon,Germany,Michael Schulte,You Let Me Walk Alone,Final,340,4
2018,Lisbon,Austria,Cesár Sampson,Nobody But You,Final,342,3
2018,Lisbon,Cyprus,Eleni Foureira,Fuego,Final,436,2
2018,Lisbon,Israel,Netta,TOY,Final,529,1
2019,Tel Aviv,Finland,Darude feat. Sebastian Rejman,Look Away,First Semi-Final,23,17
2019,Tel Aviv,Montenegro,D mol,Heaven,First Semi-Final,46,16
2019,Tel Aviv,Portugal,Conan Osiris,Telemóveis,First Semi-Final,51,15
2019,Tel Aviv,Georgia,Oto Nemsadze,Keep on Going,First Semi-Final,62,14
2019,Tel Aviv,Belgium,Eliot,Wake Up,First Semi-Final,70,13
2019,Tel Aviv,Hungary,Joci Pápai,Az én apám,First Semi-Final,97,12
2019,Tel Aviv,Poland,Tulia,Fire of Love (Pali się),First Semi-Final,120,11
2019,Tel Aviv,Belarus,ZENA,Like It,First Semi-Final,122,10
2019,Tel Aviv,Cyprus,Tamta,Replay,First Semi-Final,149,9
2019,Tel Aviv,San Marino,Serhat,Say Na Na Na,First Semi-Final,150,8
2019,Tel Aviv,Serbia,Nevena Božović,Kruna,First Semi-Final,156,7
2019,Tel Aviv,Slovenia,Zala Kralj & Gašper Šantl,Sebi,First Semi-Final,167,6
2019,Tel Aviv,Greece,Katerine Duska,Better Love,First Semi-Final,185,5
2019,Tel Aviv,Estonia,Victor Crone,Storm,First Semi-Final,198,4
2019,Tel Aviv,Iceland,Hatari,Hatrið mun sigra,First Semi-Final,221,3
2019,Tel Aviv,Czech Republic,Lake Malawi,Friend of a Friend,First Semi-Final,242,2
2019,Tel Aviv,Australia,Kate Miller-Heidke,Zero Gravity,First Semi-Final,261,1
2019,Tel Aviv,Ireland,Sarah McTernan,22,Second Semi-Final,16,18
2019,Tel Aviv,Austria,PÆNDA,Limits,Second Semi-Final,21,17
2019,Tel Aviv,Armenia,Srbuk,Walking Out,Second Semi-Final,49,16
2019,Tel Aviv,Latvia,Carousel,That Night,Second Semi-Final,50,15
2019,Tel Aviv,Croatia,Roko,The Dream,Second Semi-Final,64,14
2019,Tel Aviv,Romania,Ester Peony,On a Sunday,Second Semi-Final,71,13
2019,Tel Aviv,Moldova,Anna Odobescu,Stay,Second Semi-Final,85,12
2019,Tel Aviv,Lithuania,Jurij Veklenko,Run With The Lions,Second Semi-Final,93,11
2019,Tel Aviv,Denmark,Leonora,Love Is Forever,Second Semi-Final,94,10
2019,Tel Aviv,Albania,Jonida Maliqi,Ktheju tokës,Second Semi-Final,96,9
2019,Tel Aviv,Malta,Michela,Chameleon,Second Semi-Final,157,8
2019,Tel Aviv,Norway,KEiiNO,Spirit in the Sky,Second Semi-Final,210,7
2019,Tel Aviv,Russia,Sergey Lazarev,Scream,Second Semi-Final,217,6
2019,Tel Aviv,Azerbaijan,Chingiz,Truth,Second Semi-Final,224,5
2019,Tel Aviv,Switzerland,Luca Hänni,She Got Me,Second Semi-Final,232,4
2019,Tel Aviv,Sweden,John Lundvik,Too Late For Love,Second Semi-Final,238,3
2019,Tel Aviv,North Macedonia,Tamara Todevska,Proud,Second Semi-Final,239,2
2019,Tel Aviv,The Netherlands,Duncan Laurence,Arcade,Second Semi-Final,280,1
2019,Tel Aviv,United Kingdom,Michael Rice,Bigger Than Us,Final,11,26
2019,Tel Aviv,Germany,S!sters,Sister,Final,24,25
2019,Tel Aviv,Belarus,ZENA,Like It,Final,31,24
2019,Tel Aviv,Israel,Kobi Marimi,Home,Final,35,23
2019,Tel Aviv,Spain,Miki,La Venda,Final,54,22
2019,Tel Aviv,Greece,Katerine Duska,Better Love,Final,74,21
2019,Tel Aviv,Estonia,Victor Crone,Storm,Final,76,20
2019,Tel Aviv,San Marino,Serhat,Say Na Na Na,Final,77,19
2019,Tel Aviv,Serbia,Nevena Božović,Kruna,Final,89,18
2019,Tel Aviv,Albania,Jonida Maliqi,Ktheju tokës,Final,90,17
2019,Tel Aviv,France,Bilal Hassani,Roi,Final,105,16
2019,Tel Aviv,Slovenia,Zala Kralj & Gašper Šantl,Sebi,Final,105,15
2019,Tel Aviv,Malta,Michela,Chameleon,Final,107,14
2019,Tel Aviv,Cyprus,Tamta,Replay,Final,109,13
2019,Tel Aviv,Denmark,Leonora,Love Is Forever,Final,120,12
2019,Tel Aviv,Czech Republic,Lake Malawi,Friend of a Friend,Final,157,11
2019,Tel Aviv,Iceland,Hatari,Hatrið mun sigra,Final,232,10
2019,Tel Aviv,Australia,Kate Miller-Heidke,Zero Gravity,Final,284,9
2019,Tel Aviv,Azerbaijan,Chingiz,Truth,Final,302,8
2019,Tel Aviv,North Macedonia,Tamara Todevska,Proud,Final,305,7
2019,Tel Aviv,Norway,KEiiNO,Spirit in the Sky,Final,331,6
2019,Tel Aviv,Sweden,John Lundvik,Too Late For Love,Final,334,5
2019,Tel Aviv,Switzerland,Luca Hänni,She Got Me,Final,364,4
2019,Tel Aviv,Russia,Sergey Lazarev,Scream,Final,370,3
2019,Tel Aviv,Italy,Mahmood,Soldi,Final,472,2
2019,Tel Aviv,The Netherlands,Duncan Laurence,Arcade,Final,498,1
2020,Rotterdam,Australia,Montaigne,Don't Break Me,First Semi-Final,NA,NA
2020,Rotterdam,Azerbaijan,Efendi,Cleopatra,First Semi-Final,NA,NA
2020,Rotterdam,Belarus,VAL,Da Vidna,First Semi-Final,NA,NA
2020,Rotterdam,Belgium,Hooverphonic,Release Me,First Semi-Final,NA,NA
2020,Rotterdam,Croatia,Damir Kedžo,Divlji Vjetre,First Semi-Final,NA,NA
2020,Rotterdam,Cyprus,Sandro,Running,First Semi-Final,NA,NA
2020,Rotterdam,Ireland,Lesley Roy,Story Of My Life,First Semi-Final,NA,NA
2020,Rotterdam,Israel,Eden Alene,Feker Libi,First Semi-Final,NA,NA
2020,Rotterdam,Lithuania,The Roop,On Fire,First Semi-Final,NA,NA
2020,Rotterdam,Malta,Destiny,All Of My Love,First Semi-Final,NA,NA
2020,Rotterdam,North Macedonia,Vasil,YOU,First Semi-Final,NA,NA
2020,Rotterdam,Norway,Ulrikke,Attention,First Semi-Final,NA,NA
2020,Rotterdam,Romania,ROXEN,Alcohol You,First Semi-Final,NA,NA
2020,Rotterdam,Russia,Little Big,Uno,First Semi-Final,NA,NA
2020,Rotterdam,Slovenia,Ana Soklič,Voda,First Semi-Final,NA,NA
2020,Rotterdam,Sweden,The Mamas,Move,First Semi-Final,NA,NA
2020,Rotterdam,Ukraine,Go_A,Solovey,First Semi-Final,NA,NA
2020,Rotterdam,Albania,Arilena Ara,Fall From The Sky,Second Semi-Final,NA,NA
2020,Rotterdam,Armenia,Athena Manoukian,Chains On You,Second Semi-Final,NA,NA
2020,Rotterdam,Austria,Vincent Bueno,Alive,Second Semi-Final,NA,NA
2020,Rotterdam,Bulgaria,VICTORIA,Tears Getting Sober,Second Semi-Final,NA,NA
2020,Rotterdam,Czech Republic,Benny Cristo,Kemama,Second Semi-Final,NA,NA
2020,Rotterdam,Denmark,Ben & Tan,YES,Second Semi-Final,NA,NA
2020,Rotterdam,Estonia,Uku Suviste,What Love Is,Second Semi-Final,NA,NA
2020,Rotterdam,Finland,Aksel,Looking Back,Second Semi-Final,NA,NA
2020,Rotterdam,Georgia,Tornike Kipiani,Take Me As I Am,Second Semi-Final,NA,NA
2020,Rotterdam,Greece,Stefania,SUPERG!RL,Second Semi-Final,NA,NA
2020,Rotterdam,Iceland,Daði og Gagnamagnið,Think About Things,Second Semi-Final,NA,NA
2020,Rotterdam,Latvia,Samanta Tīna,Still Breathing,Second Semi-Final,NA,NA
2020,Rotterdam,Moldova,Natalia Gordienko,Prison,Second Semi-Final,NA,NA
2020,Rotterdam,Poland,Alicja,Empires,Second Semi-Final,NA,NA
2020,Rotterdam,Portugal,Elisa,Medo De Sentir,Second Semi-Final,NA,NA
2020,Rotterdam,San Marino,Senhit,Freaky!,Second Semi-Final,NA,NA
2020,Rotterdam,Serbia,Hurricane,Hasta La Vista,Second Semi-Final,NA,NA
2020,Rotterdam,Switzerland,Gjon's Tears,Répondez-moi,Second Semi-Final,NA,NA
2020,Rotterdam,France,Tom Leeb,Mon Alliée (The Best In Me),Final,NA,NA
2020,Rotterdam,Germany,Ben Dolic,Violent Thing,Final,NA,NA
2020,Rotterdam,Italy,Diodato,Fai Rumore,Final,NA,NA
2020,Rotterdam,Spain,Blas Cantó,Universo,Final,NA,NA
2020,Rotterdam,The Netherlands,Jeangu Macrooy,Grow,Final,NA,NA
2020,Rotterdam,United Kingdom,James Newman,My Last Breath,Final,NA,NA
